pdb_id,resolution,year,pKd,binding_raw
5mg2,1.75,2017,7.769551078621726,Kd=17nM
3gm0,2.4,2009,7.769551078621726,Kd=17nM
5fp0,2.35,2016,7.769551078621726,IC50=0.017uM
4pge,2.0,2015,7.769551078621726,Kd=17nM
4md6,2.0,2014,7.769551078621726,IC50=17nM
3d7g,1.75,2008,7.769551078621726,IC50=17nM
2pj7,1.77,2008,7.769551078621726,IC50=17nM
2qm9,2.31,2007,7.769551078621726,Kd=17nM
1pi5,1.49,2004,7.769551078621726,Ki=17nM
5j6a,2.05,2017,7.769551078621726,Kd=17nM
5csz,1.8,2015,7.769551078621726,Kd=17nM
6e6v,2.25,2019,7.769551078621726,IC50=17nM
6q9s,2.4,2019,7.769551078621726,IC50=17nM
4gzt,2.19,2012,7.769551078621726,Ki=17.0nM
3tzm,1.7,2012,7.769551078621726,Ki=17nM
1xh9,1.64,2005,7.769551078621726,Kd=17nM
2jh6,2.21,2007,7.769551078621726,Ki=17nM
2g70,2.4,2007,7.769551078621726,Ki=17nM
5g1n,2.1,2016,7.769551078621726,Kd=0.017uM
2vv9,1.9,2008,7.769551078621726,IC50=0.017uM
4lov,1.5,2014,7.767003889607846,Kd=17.1nM
3dsz,2.0,2009,7.767003889607846,Kd=17.1nM
4hwp,1.81,2013,7.764471553092451,Ki=17.2nM
5hvy,2.39,2016,7.7594507517174005,IC50=17.4nM
4c38,1.58,2013,7.7594507517174005,IC50=17.4nM
6e3z,1.94,2019,7.7594507517174005,IC50=17.4nM
6g35,1.55,2018,7.756961951313706,Kd=17.5nM
4z2b,1.8,2015,7.756961951313706,Ki=17.5nM
6hhg,2.3,2019,7.756961951313706,Ki=17.5nM
4xg3,2.3,2015,7.756961951313706,IC50=17.5nM
2zpk,1.8,2008,7.756961951313706,Kd=17.5nM
2ccc,1.7,2006,7.755228238504705,Kd=17.57nM
5mtx,1.8,2017,7.752026733638194,Kd=17.7nM
4x50,2.0,2015,7.752026733638194,Kd=17.7nM
5fwr,2.13,2016,7.752026733638194,Kd=17.7nM
5y5u,2.14,2018,7.752026733638194,IC50=17.7nM
2jkm,2.31,2008,7.750557038557417,IC50=17.76nM
6n54,2.42,2019,7.749579997691106,Kd=17.8nM
3vqs,1.9,2012,7.749579997691106,IC50=0.0178uM
4l23,2.5,2014,7.747146969020107,IC50=17.9nM
3nb5,1.8,2011,7.7447274948966935,Ki=18nM
4kjv,1.7,2013,7.7447274948966935,IC50=18nM
4anw,2.31,2012,7.7447274948966935,IC50=18nM
1d8f,2.4,2000,7.7447274948966935,IC50=18nM
2v59,2.4,2009,7.7447274948966935,Kd=18nM
2chx,2.5,2006,7.7447274948966935,IC50=18nM
1txr,2.0,2004,7.7447274948966935,Ki=18nM
3i7c,1.98,2010,7.7447274948966935,IC50=0.018uM
4jik,1.9,2013,7.7447274948966935,IC50=0.018uM
4pp5,2.0,2014,7.7447274948966935,Kd=18nM
2adu,1.9,2005,7.7447274948966935,Ki=18nM
2pj8,1.7,2008,7.7447274948966935,IC50=18nM
3qk5,2.2,2011,7.7447274948966935,IC50=18nM
3ohh,2.01,2011,7.7447274948966935,IC50=18nM
1qj6,2.2,2000,7.7447274948966935,IC50=18nM
1j36,2.4,2003,7.7447274948966935,Ki=18nM
4i71,1.28,2013,7.7447274948966935,Ki=18nM
5eh0,2.18,2016,7.7447274948966935,IC50=0.018uM
4cpq,2.35,2014,7.7447274948966935,Ki=18nM
2oh0,2.2,2007,7.7447274948966935,IC50=18nM
5i0l,2.45,2016,7.7447274948966935,IC50=18nM
4cae,1.46,2014,7.7447274948966935,Ki=18nM
1lee,1.9,2002,7.7447274948966935,Ki=18nM
3b7u,1.9,2008,7.7447274948966935,Ki=18nM
6nwc,2.35,2019,7.7447274948966935,IC50=18nM
1qiw,2.3,2000,7.7447274948966935,Kd=18nM
4jhq,1.99,2013,7.7447274948966935,IC50=18nM
3tvc,2.43,2012,7.7447274948966935,Ki=18nM
5iu8,2.0,2016,7.7447274948966935,Ki=18nM
1x70,2.1,2005,7.7447274948966935,IC50=18nM
1wu1,2.3,2005,7.7447274948966935,IC50=18nM
4j22,2.12,2013,7.7447274948966935,Kd=18nM
3twd,1.9,2011,7.7447274948966935,IC50=0.018uM
1f0s,2.1,2000,7.7447274948966935,Ki=18nM
3p7b,1.9,2011,7.7447274948966935,IC50=0.018uM
4ipf,1.7,2013,7.7447274948966935,IC50=18nM
5j2x,1.22,2017,7.7447274948966935,Kd=18nM
6sfj,1.95,2019,7.7447274948966935,IC50=0.018uM
1qbo,1.8,2000,7.7447274948966935,Ki=18nM
6nrf,2.0,2019,7.7447274948966935,IC50=18nM
5cin,1.7,2015,7.7447274948966935,Kd=18nM
5emm,2.37,2016,7.7447274948966935,IC50=18nM
1nfu,2.05,2003,7.7447274948966935,Ki=18nM
2uw7,2.1,2007,7.7447274948966935,IC50=18nM
6qas,1.75,2019,7.7423214251308154,Kd=18.1nM
4i9z,2.08,2014,7.739928612014925,IC50=18.2nM
6c7g,1.68,2018,7.739928612014925,IC50=18.20nM
5od5,1.9,2018,7.73754891026957,Kd=18.3nM
4auj,1.53,2013,7.73754891026957,Kd=18.3nM
4auy,2.1,2012,7.73754891026957,Kd=18.3nM
1rd4,2.4,2004,7.73754891026957,Kd=18.3nM
5zqp,1.99,2019,7.73754891026957,IC50=18.3nM
6fo8,2.3,2018,7.735182176990463,IC50=18.4nM
3ztx,1.95,2012,7.735182176990463,IC50=18.4nM
5fdi,1.85,2016,7.732828271596986,Ki=18.5nM
5hbs,0.89,2016,7.732828271596986,Kd=18.5nM
2aou,2.3,2005,7.730487055782084,Ki=18.6nM
3ljg,1.31,2010,7.730487055782084,Ki=18.6nM
5nyh,1.65,2018,7.728158393463501,Kd=18.7nM
5lla,1.5,2017,7.723538195826756,Kd=18.9nM
3el5,1.6,2009,7.723538195826756,Kd=18.9nM
3vjc,1.89,2012,7.723538195826756,Kd=18.9nM
5a3n,2.0,2015,7.721246399047171,IC50=19nM
5ia2,1.62,2016,7.721246399047171,Kd=19nM
1yk7,2.5,2005,7.721246399047171,IC50=19nM
3h8c,2.5,2009,7.721246399047171,Ki=0.019uM
3d4f,1.55,2009,7.721246399047171,Kd=19nM
5nki,1.68,2017,7.721246399047171,Kd=19nM
5nkc,1.45,2017,7.721246399047171,Kd=19nM
4mw1,2.49,2014,7.721246399047171,IC50=19nM
4qmo,1.9,2015,7.721246399047171,IC50=0.019uM
5zg1,1.32,2019,7.721246399047171,Ki=0.019uM
5klr,2.2,2016,7.721246399047171,Kd=19nM
2pjb,1.7,2008,7.721246399047171,IC50=19nM
1j4r,1.8,2001,7.721246399047171,Ki=0.019uM
2wf3,2.08,2009,7.721246399047171,IC50=19nM
5fqp,1.88,2016,7.721246399047171,IC50=19nM
3c43,2.3,2008,7.721246399047171,IC50=19nM
2zjf,2.4,2008,7.721246399047171,IC50=19nM
2x2c,2.41,2010,7.721246399047171,Kd=19nM
5lh8,1.54,2016,7.721246399047171,IC50=0.019uM
5nib,1.82,2018,7.721246399047171,IC50=0.019uM
3e8n,2.5,2009,7.721246399047171,IC50=19nM
5i2r,2.5,2016,7.721246399047171,IC50=0.019uM
1oif,2.12,2003,7.721246399047171,Kd=19nM
4a4w,2.0,2012,7.721246399047171,Kd=19nM
4egk,1.69,2012,7.721246399047171,Kd=19nM
4n9d,1.7,2014,7.721246399047171,IC50=0.019uM
6f96,2.5,2019,7.721246399047171,IC50=19nM
3w2r,2.05,2013,7.721246399047171,IC50=19nM
4hvh,2.3,2013,7.721246399047171,IC50=19.0nM
1uom,2.28,2003,7.721246399047171,IC50=19nM
3g9e,2.3,2009,7.721246399047171,IC50=0.019uM
4j1e,1.78,2013,7.721246399047171,IC50=19nM
4im0,2.4,2013,7.721246399047171,IC50=19nM
4uvw,2.1,2015,7.721246399047171,IC50=19nM
4xe0,2.43,2015,7.721246399047171,IC50=19nM
4ztn,2.23,2015,7.721246399047171,IC50=19nM
3owb,2.05,2011,7.721246399047171,IC50=19nM
6ugz,1.31,2019,7.718966632752273,Ki=19.1nM
4x6y,2.1,2015,7.718966632752273,IC50=19.1nM
6mj4,2.0,2019,7.718966632752273,Kd=19.1nM
5zqo,2.06,2019,7.712198270069774,IC50=19.4nM
3lk8,1.8,2010,7.705533773838407,Kd=19.7nM
4mmp,1.57,2014,7.705533773838407,Kd=19.7nM
4c37,1.7,2013,7.705533773838407,IC50=19.7nM
4c36,1.98,2013,7.703334809738469,IC50=19.8nM
5l9g,1.75,2016,7.703334809738469,Kd=19.8nM
6m9t,2.5,2018,7.701146923590294,Ki=19.9nM
3p7i,1.71,2011,7.701146923590294,Kd=19.9nM
6skb,1.84,2019,7.701146923590294,IC50=19.9nM
6nwk,1.65,2019,7.698970004336019,Ki=20nM
4j8r,2.3,2013,7.698970004336019,Kd=20nM
1qpe,2.0,2000,7.698970004336019,IC50=20nM
3f3e,1.8,2008,7.698970004336019,Kd=20nM
3qcy,2.2,2011,7.698970004336019,IC50=20nM
1mm6,2.15,2003,7.698970004336019,IC50=20nM
1mm7,1.65,2003,7.698970004336019,IC50=20nM
2zjw,2.4,2009,7.698970004336019,Ki=0.02uM
3k7f,1.95,2009,7.698970004336019,Ki=0.02uM
3th9,1.34,2011,7.698970004336019,Ki=20nM
1oau,1.8,2004,7.698970004336019,Kd=20nM
3asx,2.0,2011,7.698970004336019,IC50=20nM
5w92,2.3,2018,7.698970004336019,Ki=0.02uM
3zxr,2.15,2012,7.698970004336019,IC50=0.02uM
4dfn,2.48,2012,7.698970004336019,IC50=0.02uM
4dk7,2.45,2012,7.698970004336019,IC50=0.02uM
6gbx,1.72,2018,7.698970004336019,Ki=0.020uM
6cn5,2.3,2018,7.698970004336019,Ki=0.02uM
6e0r,2.3,2019,7.698970004336019,IC50=20nM
6qfx,1.32,2019,7.698970004336019,Kd=20nM
4q0l,2.0,2015,7.698970004336019,Kd=20nM
3fei,2.4,2009,7.698970004336019,IC50=0.02uM
2flu,1.5,2006,7.698970004336019,Kd=20nM
3b7r,1.81,2008,7.698970004336019,Ki=20nM
2hmu,2.25,2006,7.698970004336019,Kd=20nM
2hmv,2.2,2006,7.698970004336019,Kd=20nM
2fx7,1.76,2006,7.698970004336019,Kd=20nM
4e7r,2.25,2012,7.698970004336019,Ki=0.02uM
2ves,1.9,2008,7.698970004336019,Ki=20nM
4gcj,1.42,2012,7.698970004336019,IC50=0.02uM
5y7w,2.25,2017,7.698970004336019,Ki=20nM
3i51,1.8,2010,7.698970004336019,Ki=0.02uM
6g6t,1.12,2019,7.698970004336019,Kd=20nM
4fsl,2.5,2012,7.698970004336019,Ki=20nM
4acc,2.21,2012,7.698970004336019,Ki=20nM
2psj,1.8,2007,7.698970004336019,Ki=20nM
1vja,2.0,2004,7.698970004336019,Ki=0.020uM
2agv,2.4,2005,7.698970004336019,Kd=20nM
3inh,1.8,2010,7.698970004336019,IC50=0.02uM
4pry,1.7,2015,7.698970004336019,IC50=0.020uM
1pyw,2.1,2003,7.698970004336019,IC50=20nM
1iem,2.3,2001,7.698970004336019,Ki=20nM
4d2s,2.5,2015,7.698970004336019,IC50=0.02uM
3g0e,1.6,2009,7.698970004336019,Kd=20nM
3lhg,2.1,2010,7.698970004336019,IC50=0.02uM
3n7s,2.1,2010,7.698970004336019,Kd=20nM
4tyt,1.8,2014,7.698970004336019,IC50=0.02uM
4tw9,2.4,2014,7.698970004336019,IC50=0.02uM
4nw5,1.94,2014,7.698970004336019,IC50=0.02uM
1h8y,2.0,2001,7.698970004336019,IC50=0.02uM
3qxp,1.75,2012,7.698970004336019,IC50=0.02uM
3qu0,1.95,2012,7.698970004336019,IC50=0.02uM
2b54,1.85,2005,7.698970004336019,IC50=0.020uM
2yer,1.83,2012,7.698970004336019,IC50=0.02uM
1uou,2.11,2004,7.698970004336019,Ki=20nM
5xpl,2.05,2018,7.698970004336019,IC50=20nM
5dry,2.41,2016,7.698970004336019,IC50=20nM
1j7z,2.25,2001,7.698970004336019,Kd=0.02uM
2c4f,1.72,2006,7.698970004336019,IC50=20nM
1zaf,2.2,2006,7.698970004336019,IC50=20nM
1s39,1.95,2004,7.698970004336019,Ki=20nM
4bnx,2.3,2013,7.698970004336019,IC50=0.02uM
4bnu,2.0,2013,7.698970004336019,IC50=0.02uM
1izh,1.9,2002,7.698970004336019,Ki=0.02uM
5ni7,2.45,2018,7.698970004336019,IC50=0.02uM
5ni8,1.94,2018,7.698970004336019,IC50=0.02uM
4nie,2.01,2013,7.698970004336019,IC50=20nM
5ktx,1.27,2016,7.698970004336019,IC50=0.02uM
1fzm,1.8,2001,7.698970004336019,Kd=20nM
5b0x,2.3,2016,7.698970004336019,IC50=0.020uM
5sz5,1.27,2016,7.698970004336019,Ki=20nM
2g1r,2.42,2006,7.698970004336019,IC50=20nM
5he4,1.53,2016,7.698970004336019,Ki=20nM
2uw0,2.0,2007,7.698970004336019,IC50=20nM
3eyh,2.0,2009,7.698970004336019,IC50=20nM
2who,2.0,2009,7.698970004336019,IC50=20nM
5oq5,1.4,2017,7.698970004336019,Ki=0.0200uM
3ewc,2.11,2009,7.698970004336019,Ki=20nM
3chq,2.09,2008,7.698970004336019,IC50=20nM
2piy,1.43,2008,7.698970004336019,IC50=20nM
2e9o,2.1,2008,7.698970004336019,IC50=20nM
4k2g,2.3,2014,7.698970004336019,IC50=0.02uM
4d0w,1.77,2014,7.698970004336019,IC50=0.02uM
4n8e,2.3,2014,7.698970004336019,IC50=0.020uM
2ica,1.56,2006,7.698970004336019,IC50=20nM
1q1y,1.9,2004,7.698970004336019,IC50=0.02uM
2qoh,1.95,2007,7.698970004336019,IC50=20nM
3olf,1.9,2011,7.698970004336019,IC50=20nM
3q0z,2.29,2011,7.698970004336019,IC50=20nM
4o09,1.96,2014,7.698970004336019,Ki=20nM
4cpt,1.7,2014,7.698970004336019,Ki=20nM
6nzg,2.43,2019,7.698970004336019,IC50=0.020uM
2d1o,2.02,2006,7.698970004336019,Ki=0.02uM
1oz0,2.5,2003,7.698970004336019,Kd=20nM
1hww,1.87,2002,7.698970004336019,IC50=20nM
2bts,1.99,2005,7.698970004336019,IC50=20nM
6f1x,1.9,2018,7.698970004336019,IC50=0.02uM
6bfp,1.29,2018,7.698970004336019,IC50=0.02uM
5a0a,1.78,2015,7.698970004336019,IC50=20nM
4yz9,2.46,2015,7.698970004336019,IC50=20nM
4v1f,1.7,2015,7.698970004336019,IC50=20nM
1m5e,1.46,2002,7.696803942579511,IC50=20.1nM
2a2x,2.44,2006,7.694648630553377,IC50=20.2nM
4x7i,1.77,2014,7.692503962086787,IC50=20.3nM
5xsr,2.3,2018,7.692503962086787,Kd=20.3nM
6ezg,2.2,2018,7.690369832574102,IC50=20.4nM
2itk,1.45,2007,7.690369832574102,Ki=20.4nM
5q0v,1.87,2017,7.688246138944246,IC50=0.0205uM
6h12,2.2,2019,7.681936665037238,Ki=20.8nM
6q8c,2.31,2019,7.681936665037238,Ki=20.8nM
4cpz,2.2,2014,7.680893940690224,Ki=20.85nM
5xmv,2.16,2017,7.679853713888946,IC50=20.9nM
5yov,1.45,2018,7.679853713888946,IC50=20.9nM
4j3m,1.9,2013,7.6777807052660805,IC50=21nM
3miy,1.67,2010,7.6777807052660805,Kd=21nM
6msc,2.36,2019,7.6777807052660805,IC50=21nM
3c7q,2.1,2008,7.6777807052660805,IC50=21nM
1t4v,2.0,2005,7.6777807052660805,Ki=0.021uM
5f1l,2.3,2016,7.6777807052660805,IC50=21nM
1y2k,1.36,2005,7.6777807052660805,IC50=0.021uM
4d7b,1.15,2016,7.6777807052660805,Kd=21nM
5ak0,2.03,2015,7.6777807052660805,IC50=0.021uM
6do4,2.2,2018,7.6777807052660805,IC50=0.021uM
3eig,1.7,2009,7.6777807052660805,Ki=21nM
6q7h,2.3,2019,7.6777807052660805,IC50=21nM
6f3i,2.14,2018,7.6777807052660805,IC50=0.021uM
2p1c,2.45,2008,7.6777807052660805,Ki=21nM
1w0z,1.9,2008,7.6777807052660805,Ki=21nM
5un9,2.5,2017,7.6777807052660805,Ki=21nM
6b4u,1.95,2017,7.6777807052660805,Ki=21nM
5ovi,2.2,2019,7.6777807052660805,IC50=21nM
1oq5,1.5,2004,7.6777807052660805,IC50=21nM
2arm,1.23,2005,7.6777807052660805,Kd=21nM
1o2q,1.5,2003,7.6777807052660805,Ki=0.021uM
1ze8,2.0,2005,7.6777807052660805,Ki=21nM
5eg4,1.32,2016,7.6777807052660805,Ki=21nM
1j07,2.35,2003,7.6777807052660805,Ki=0.021uM
5u6v,1.78,2017,7.6777807052660805,IC50=21nM
3hrb,2.2,2009,7.6777807052660805,IC50=21nM
5nkg,1.1,2017,7.6777807052660805,Kd=21nM
5yjm,1.9,2017,7.6777807052660805,Kd=21nM
6nyh,2.1,2019,7.6777807052660805,Ki=21nM
1w1g,1.45,2004,7.6777807052660805,Ki=0.021uM
2vcx,2.1,2008,7.6777807052660805,IC50=0.021uM
3f8c,2.2,2008,7.6777807052660805,Kd=21nM
2vci,2.0,2007,7.6777807052660805,IC50=21nM
2cni,2.0,2006,7.6777807052660805,IC50=21nM
2vcj,2.5,2007,7.6777807052660805,IC50=21nM
2p8s,2.2,2007,7.6777807052660805,IC50=21nM
6cvx,1.78,2018,7.6777807052660805,Ki=21nM
2yln,1.12,2011,7.6777807052660805,Kd=0.021uM
6hke,2.11,2018,7.6777807052660805,Kd=21nM
6g9a,1.91,2018,7.6777807052660805,IC50=21nM
4ygf,2.0,2015,7.6777807052660805,Ki=21nM
5q14,1.85,2017,7.6777807052660805,IC50=0.021uM
5wyz,2.3,2017,7.6777807052660805,Kd=21nM
4del,1.58,2013,7.675717544702307,Kd=21.1nM
5tq7,2.1,2017,7.673664139071248,IC50=21.2nM
3tiw,1.8,2011,7.671620396561262,Kd=21.3nM
4xg4,2.3,2015,7.667561540084395,IC50=21.5nM
3fup,2.4,2009,7.663540266151471,IC50=21.7nM
5c4t,1.77,2015,7.661543506395395,IC50=21.8nM
5zqq,2.29,2019,7.6595558851598815,IC50=21.9nM
3zep,2.35,2013,7.657577319177793,IC50=22nM
3wd1,2.3,2013,7.657577319177793,IC50=22nM
6qaa,1.9,2019,7.657577319177793,IC50=22nM
6ibz,2.44,2019,7.657577319177793,IC50=22nM
4q06,1.15,2015,7.657577319177793,Kd=22nM
3d14,1.9,2008,7.657577319177793,IC50=22nM
6gjd,1.58,2019,7.657577319177793,IC50=22nM
3qi1,2.3,2012,7.657577319177793,IC50=22nM
4oeu,2.2,2014,7.657577319177793,Kd=22nM
2cn0,1.3,2006,7.657577319177793,Ki=22nM
5dfp,2.2,2016,7.657577319177793,Ki=22nM
3dv5,2.1,2009,7.657577319177793,IC50=22nM
4x6h,1.0,2015,7.657577319177793,Ki=22nM
4qev,1.8,2014,7.657577319177793,Kd=22nM
2az9,2.5,2006,7.657577319177793,IC50=22nM
5qik,1.58,2018,7.657577319177793,IC50=22nM
5kz0,2.3,2016,7.657577319177793,Ki=22nM
4zyv,2.05,2016,7.657577319177793,Ki=22nM
3d25,1.3,2009,7.657577319177793,IC50=22nM
2xu1,1.45,2011,7.657577319177793,IC50=0.022uM
2yjc,1.14,2011,7.657577319177793,IC50=0.022uM
4gq4,1.27,2012,7.657577319177793,Kd=22nM
5tcy,1.9,2017,7.657577319177793,Kd=22nM
4b74,2.18,2012,7.657577319177793,Kd=0.022uM
3p7c,2.3,2011,7.657577319177793,IC50=0.022uM
2yme,2.4,2012,7.657577319177793,Kd=22nM
3cde,2.1,2009,7.657577319177793,IC50=22nM
1f0r,2.1,2000,7.657577319177793,Ki=22nM
4e5w,1.86,2012,7.657577319177793,Ki=22nM
3way,1.75,2013,7.657577319177793,IC50=22nM
1y6a,2.1,2005,7.657577319177793,IC50=22nM
4aw8,2.0,2013,7.657577319177793,Kd=22nM
6o5x,1.7,2019,7.657577319177793,Ki=22nM
4g8r,2.19,2013,7.657577319177793,Kd=22nM
5edc,1.29,2016,7.657577319177793,Ki=0.022uM
4d1s,1.66,2014,7.657577319177793,IC50=0.022uM
1i8i,2.4,2002,7.657577319177793,Kd=22nM
3k83,2.25,2009,7.657577319177793,Ki=0.022uM
5e1e,2.3,2015,7.657577319177793,IC50=0.022uM
6e1y,1.22,2019,7.657577319177793,Kd=22nM
4bjx,1.59,2013,7.657577319177793,IC50=22nM
4x69,1.42,2015,7.657577319177793,IC50=22nM
4nb3,1.35,2014,7.657577319177793,Kd=0.022uM
5w13,1.95,2017,7.657577319177793,Ki=22nM
1q41,2.1,2003,7.657577319177793,IC50=22nM
5db1,1.86,2016,7.657577319177793,IC50=22nM
5alu,1.87,2015,7.657577319177793,IC50=0.022uM
1nny,2.4,2003,7.657577319177793,Ki=22nM
6nw3,2.35,2019,7.655607726314889,Kd=22.1nM
6pl1,2.03,2019,7.653647025549361,Kd=22.2nM
5tyk,1.65,2017,7.649751981665837,IC50=22.4nM
5dex,2.4,2016,7.645891560852599,Ki=22.6nM
4jlm,2.18,2014,7.6439741428068775,IC50=22.7nM
2g0h,2.3,2006,7.6439741428068775,IC50=22.7nM
3fat,1.9,2008,7.642065152999546,Kd=22.8nM
4rpo,1.95,2014,7.642065152999546,Kd=22.8nM
4yk5,1.42,2015,7.638272163982407,IC50=0.023uM
6df4,1.3,2018,7.638272163982407,IC50=0.023uM
4m1d,1.8,2013,7.638272163982407,Kd=23nM
5ctb,2.4,2015,7.638272163982407,IC50=23nM
3sjf,1.65,2011,7.638272163982407,Ki=23nM
3h89,2.5,2009,7.638272163982407,Ki=0.023uM
3zmg,1.74,2013,7.638272163982407,IC50=23nM
1c1v,1.98,2000,7.638272163982407,Ki=0.023uM
3hl7,1.88,2009,7.638272163982407,Ki=23nM
1vjy,2.0,2004,7.638272163982407,IC50=0.023uM
3poz,1.5,2011,7.638272163982407,IC50=23nM
5nhp,1.99,2017,7.638272163982407,IC50=0.023uM
1e5a,1.8,2000,7.638272163982407,Kd=23nM
2in6,1.9,2007,7.638272163982407,IC50=0.023uM
2hl4,1.55,2007,7.638272163982407,Ki=23nM
5exn,1.49,2016,7.638272163982407,Ki=23nM
3k5k,1.7,2009,7.638272163982407,Kd=23nM
2bkt,2.3,2006,7.638272163982407,IC50=23nM
5el9,1.1,2016,7.638272163982407,Ki=23.0nM
5eie,2.1,2016,7.638272163982407,Ki=23nM
3l0v,1.75,2010,7.638272163982407,Ki=23nM
4jje,1.48,2013,7.638272163982407,IC50=0.023uM
5hlw,1.97,2016,7.638272163982407,IC50=23nM
5eml,2.39,2016,7.638272163982407,IC50=23nM
6h4z,2.3,2019,7.638272163982407,IC50=0.023uM
3d78,1.6,2009,7.638272163982407,Kd=23nM
4kiq,2.5,2013,7.638272163982407,IC50=23nM
5xpm,2.2,2018,7.638272163982407,IC50=23nM
4qmv,2.4,2015,7.638272163982407,IC50=0.023uM
3wyk,2.5,2014,7.638272163982407,IC50=23nM
2wez,1.7,2009,7.638272163982407,IC50=0.023uM
1q6n,2.1,2003,7.638272163982407,IC50=0.023uM
4lwi,1.7,2014,7.638272163982407,IC50=0.023uM
4ixu,1.9,2013,7.638272163982407,IC50=23nM
5u6j,2.3,2017,7.638272163982407,Ki=23nM
4r73,1.6,2015,7.638272163982407,Kd=23nM
5tq8,1.59,2017,7.636388020107856,IC50=23.1nM
4ruz,1.63,2015,7.636388020107856,Ki=23.1nM
6iup,2.0,2019,7.636388020107856,IC50=23.1nM
5v13,1.84,2017,7.632644078973981,Kd=23.3nM
1c1r,1.37,2000,7.628932137728264,Ki=0.0235uM
1mqi,1.35,2003,7.6283780728239785,IC50=23.53nM
4x5z,1.86,2015,7.627087997029894,Kd=23.6nM
4avi,2.4,2012,7.627087997029894,Kd=23.6nM
2xba,1.95,2010,7.6256183019491175,Ki=23.68nM
4o1d,1.71,2014,7.619788758288394,IC50=24nM
1k6t,2.25,2002,7.619788758288394,Kd=24nM
4jp9,1.8,2013,7.619788758288394,IC50=24nM
4uin,2.5,2015,7.619788758288394,Kd=24nM
1v3x,2.2,2004,7.619788758288394,IC50=24nM
4xgz,2.5,2015,7.619788758288394,Kd=24nM
2pvl,1.9,2008,7.619788758288394,Ki=24nM
2psu,1.93,2007,7.619788758288394,Ki=24nM
6g02,1.84,2019,7.619788758288394,Ki=24nM
6gvx,2.24,2019,7.619788758288394,Ki=24nM
2p3c,2.1,2007,7.619788758288394,Ki=24nM
4jbo,2.49,2013,7.619788758288394,IC50=24nM
3o4k,2.11,2010,7.619788758288394,Kd=24nM
3vc4,2.23,2012,7.619788758288394,IC50=24nM
4k4e,2.3,2013,7.619788758288394,IC50=24nM
3wv3,1.6,2014,7.619788758288394,IC50=24nM
1yqy,2.3,2005,7.619788758288394,Ki=24nM
2i1m,1.8,2006,7.619788758288394,IC50=24nM
5d9l,2.15,2015,7.619788758288394,IC50=0.024uM
6qyn,2.5,2019,7.619788758288394,Kd=0.024uM
6qz8,2.15,2019,7.619788758288394,Kd=0.024uM
4avw,2.15,2012,7.619788758288394,IC50=24nM
3w8o,1.85,2014,7.619788758288394,IC50=24nM
4dbm,2.3,2012,7.619788758288394,Kd=24nM
6f26,1.83,2019,7.619788758288394,IC50=24nM
6g5l,1.21,2019,7.619788758288394,Kd=24nM
3be9,2.0,2008,7.619788758288394,Ki=24nM
4awo,1.7,2012,7.619788758288394,IC50=24nM
1no9,1.9,2003,7.619788758288394,Ki=24nM
6ncj,2.0,2019,7.619788758288394,IC50=0.024uM
2aoe,1.54,2006,7.619788758288394,Ki=0.024uM
2i0y,1.9,2006,7.619788758288394,IC50=24nM
5xkm,2.16,2017,7.619788758288394,IC50=24nM
2w7x,2.07,2009,7.619788758288394,IC50=24nM
5ta4,1.5,2017,7.619788758288394,Kd=24nM
1fzq,1.7,2000,7.619788758288394,Kd=24nM
5opb,1.55,2017,7.617982957425132,Ki=0.0241uM
5yy6,2.4,2019,7.616903070050906,Ki=24.16nM
5hu9,1.53,2016,7.616184634019569,Kd=24.2nM
5vij,2.11,2017,7.614393726401688,Ki=24.3nM
4g95,1.35,2014,7.61261017366127,Ki=24.4nM
5q0o,1.9,2017,7.61261017366127,IC50=0.0244uM
3ibn,2.2,2009,7.610833915635467,Ki=24.5nM
5mwj,2.04,2017,7.607303046740334,Kd=24.7nM
5m77,1.46,2017,7.607303046740334,Kd=24.7nM
1ftm,1.7,2000,7.605548319173784,Kd=24.8nM
3gc4,1.8,2009,7.6020599913279625,Ki=25nM
1xlx,2.19,2004,7.6020599913279625,IC50=0.025uM
3ehx,1.9,2009,7.6020599913279625,Ki=25nM
4bzr,1.84,2014,7.6020599913279625,IC50=25nM
4o74,1.45,2014,7.6020599913279625,IC50=25nM
2c3i,1.9,2005,7.6020599913279625,Kd=25nM
1lpz,2.4,2003,7.6020599913279625,Ki=25nM
3ig6,1.83,2009,7.6020599913279625,IC50=0.025uM
3gxl,1.8,2009,7.6020599913279625,IC50=0.025uM
3hmm,1.7,2009,7.6020599913279625,IC50=0.025uM
2o8h,1.8,2007,7.6020599913279625,Ki=25nM
2gvf,2.5,2007,7.6020599913279625,Ki=25nM
3fh7,2.05,2010,7.6020599913279625,Kd=25nM
3el8,2.3,2008,7.6020599913279625,IC50=25nM
3r6g,2.07,2011,7.6020599913279625,IC50=25nM
2yns,2.1,2013,7.6020599913279625,Kd=0.025uM
6q36,2.01,2019,7.6020599913279625,Kd=25nM
3liw,2.22,2010,7.6020599913279625,Ki=0.025uM
2zmm,2.1,2008,7.6020599913279625,Ki=25nM
2qoe,2.3,2007,7.6020599913279625,IC50=25nM
3kr4,2.0,2010,7.6020599913279625,Ki=25nM
3o87,1.78,2010,7.6020599913279625,Ki=25nM
6arj,1.92,2018,7.6020599913279625,Ki=25nM
4uyg,2.5,2014,7.6020599913279625,Kd=25nM
